-8.5,0,0.4,Low
-9.1999,0,0.2,Low
-9.1999,24,0.1,Low
-7.4,154,0.2,Low
-6.3,280,0.8,Low
-4.8,388,1.2,Low
-4.0999,341,1.3,Low
-3.2,384,1.7,Low
-2.5999,331,1.3,Low
-2.2,220,1.4,Low
-2.5999,72,1.4,Low
-3.7,2,0.8999,Low
-4.0999,0,1.8,Low
-3.7,0,2.0999,Low
-2.5,0,2.7,Medium
-1.4,0,2,Medium
-0.6,0,1.8,Low
-1.2,0,1.5,Low
-1.4,0,1.5,Low
-0.6,0,2.3,Low
-0.1,0,2.5,Low
0.1,0,2.7,Low
1,0,2.8,Low
1.4,0,4.0999,Low
2,0,4,Medium
1.7,13,3.4,Medium
1.7,46,3.5,Medium
1.4,77,4.8,Medium
2.3,132,4.5999,Low
2.3,125,3.3,Low
2.3,96,2.5,Low
2.4,73,2.4,Low
0.8,4,1,Very-low
-0.1,0,0.5,Very-low
-0.5,0,0.5,Very-low
-0.6,0,0.3,Very-low
-0.3,0,0.6,Very-low
0.1,0,0.5,Very-low
-1.3,0,0.4,Low
-3,0,0.5,Low
-5.3,0,1,Low
-7.3,0,0.6999,Low
-8.5,0,0.6,Low
-9.3,0,0.5,Low
-10,0,0.6999,Low
-10.7,0,0.5,Low
-11.5,0,0.6,Low
-11.9,28,0.4,Low
-11.4,158,1.5,Low
-10.7,278,2.4,Low
-10.1,365,2.4,Medium
-9.1,404,2,Medium
-7.9,388,1,Medium
-7.4,319,0.8999,Medium
-7.3,261,1.5,Medium
-7.6999,80,0.8,Medium
-8.1999,4,0.2,Medium
-8.1,0,0.1,Medium
-8.1,0,0.3,Medium
-7.8,0,1.9,Low
-8,0,2.8,Medium
-8.3,0,2.4,Low
-8.3999,0,2.2,Low
-8.3999,0,2.7,Low
-8.3999,0,3.0999,Low
-8.1999,0,3.3,Low
-8.3,0,3.4,Low
-8.1999,0,3.7,Low
-8.3999,0,3.3,Low
-7.9,0,2.9,Low
-7.4,0,3.4,Low
-6.6999,8,4.3,Low
-5.4,34,3.8,Low
-3.8,40,4.1999,Low
-0.6,41,8.6999,Low
-1,35,9.8,Low
-1.1,21,10.5,Low
-0.8999,20,10.7,Low
-0.8999,9,11.5,Medium
-0.8,1,13.6,Medium
-0.6,0,11.8,Medium
-0.3,0,11.4,Medium
-0.1,0,11.1,Low
0.4,0,10.4,Medium
0.8,0,10.2,Medium
0.8999,0,7.8,Medium
0.8,0,6.4,Low
1,0,5.5999,Low
1.2,0,1.9,Low
-0.6,0,0.3,Low
-2,0,0,Low
-2.5,0,0.1,Low
-2.5999,0,0.3,Low
-2.3,1,0.6999,Low
-1.1,15,0,Low
0,67,0.3,Low
1.3,66,1.4,Low
2.9,95,1,Low
4.5,49,2.5999,Low
5.5999,43,3.4,Low
7.5999,30,3.0999,Low
9,73,6.1999,Medium
7,79,7.6999,Medium
4.9,7,8,Low
3.9,0,8.3,Very-low
2.7,0,7.5,Very-low
1.6,0,7.8,Very-low
0.5,0,9.6999,Very-low
-0.8,0,9.3,Very-low
-1.5,0,8.3999,Very-low
-2.2,0,8.1999,Very-low
-1.6,0,9.8999,Very-low
-1.3,0,8.3,Very-low
-1.1,0,7.3,Very-low
-1.1,0,6.5999,Very-low
-1.1,0,5.9,Very-low
-1.5,0,4.6999,Very-low
-2.5,0,2.9,Very-low
-3.3,22,2.5,Low
-4,76,1.8,Low
-4.5,94,1.6,Low
-5,112,1.4,Low
-4.8,335,1.2,Low
-5,336,1.6,Low
-5.5,256,1.4,Low
-5.8,235,1.2,Low
-6.9,96,1.2,Low
-8.1999,6,0.5,Low
-8.8999,0,0.3,Low
-9.8999,0,0.6,Medium
-11.9,0,0.6,Medium
-13.8,0,0.6999,Low
-15,0,0.8,Low
-16,0,0.6,Low
-16.5,0,0.6999,Low
-17,0,0.6999,Low
-17.9,0,0.8,Low
-18.4,0,0.8,Low
-18.7999,0,0.6999,Low
-19.2,0,0.5,Low
-19.7,0,0.4,Low
-20,0,0.6,Low
-19.7999,37,0.5,Low
-18.9,142,0.6999,Low
-17.2,289,1,Low
-16.1,381,1.4,Low
-15.5,425,2.2,Low
-14.4,414,1.3,Low
-13.6,357,0.8999,Low
-13.1,244,0.4,Low
-13.6,105,0.6,Low
-14.8,6,0.3,Low
-15.7,0,0.1,Low
-16,0,0.2,Low
-16.4,0,0.3,Low
-16.7999,0,0.5,Low
-17.1,0,0.6999,Low
-17.4,0,0.2,Low
-17.5,0,0.6999,Low
-17.7,0,1,Low
-17.4,0,1.1,Low
-17,0,1.1,Low
-17,0,1.4,Low
-17.1,0,0.4,Low
-17.2,0,0.6999,Low
-16.4,0,2,Low
-16.6,34,1.1,Low
-14.6,167,1,Low
-12.5,291,1.1,Low
-9.8,382,0.6,Low
-8.8,424,1.5,Low
-7.1999,395,0.5,Low
-6.5,351,1.9,Medium
-6.8,212,2.7,Medium
-7.0999,95,2.2,Medium
-8,2,1.9,Medium
-7.4,0,2.2,Medium
-5.6999,0,2.4,Medium
-3.5,0,3.5999,Medium
-2,0,5.4,Low
-0.6999,0,7,Medium
-0.1,0,8.1,Medium
0.6999,0,8.3999,Medium
1.1,0,7.3,Medium
0.8,0,7,Low
0.1,0,5.8,Low
-0.4,0,5.3,Low
-1.2,0,5.3,Low
-1.3,2,3.4,Low
-1.5,22,2.8,Low
-1.3,53,1.9,Low
-1.1,108,0.8,Low
-0.6999,203,0.4,Low
-0.2,164,0.4,Low
0.4,147,0,Low
0.4,117,0.6999,Low
0,63,1.5,Low
0,20,0.6999,Low
0,2,1.1,Low
0.4,0,1.1,Low
0.6,0,2.9,Low
1.7,0,2.9,Low
2.9,0,4,Low
3.5999,0,3.5999,Low
4.3,0,4.0999,Low
5.0999,0,4.3,Low
5.4,0,4.6999,Low
5.1999,0,5.6999,Low
5.5999,0,5.4,Low
6.3,0,6.5999,Low
6.4,0,7.4,Low
5.9,0,6.4,Low
4.6999,1,6.0999,Very-low
3.2,43,5.5999,Very-low
3.2,163,5.6999,Low
3.5999,324,5.5,Low
2,295,5.0999,Low
1.5,430,5.9,Low
-2.7,248,3.8,Low
-4.0999,117,3.7,Low
-5.4,9,1.8,Low
-7,1,1.9,Low
-8.6999,0,1.9,Medium
-9.8,0,0.8999,Medium
-10.3,0,1.5,Medium
-10.8,0,1.8,Medium
-11.2,0,1.6,Medium
-11.6,0,1.3,Medium
-11.9,0,1.3,Medium
-12.3,0,0.6,Medium
-12.7,0,0.4,Medium
-13.2,0,0.2,Medium
-13.7,0,0,Medium
-14.1,0,0.2,Medium
-14.4,0,0.1,Medium
-14.1,37,0.2,Medium
-13.2,174,0.3,Low
-12.3,299,1,Medium
-11.5,391,1.4,Medium
-10.8,412,2,Medium
-9.6999,391,2.2,Medium
-8.6,254,2.9,Medium
-8.5,123,0.6999,Medium
-8.8,7,0.6999,Medium
-9.1,0,1.6,Medium
-9,0,1.9,Medium
-8.8999,0,1.9,Low
-8.6999,0,2.5,Low
-8.6,0,1.9,Low
-8.5,0,2.8,Low
-8.5,0,2.7,Medium
-8.1999,0,2.8,Low
-8.1,0,3.8,Low
-7.4,0,3.8,Low
-6.5999,0,3.4,Low
-5.9,0,2.7,Low
-3.5,0,1.8,Low
-1.2,0,4.6999,Medium
-0.2,11,4.6999,Medium
-0.3,33,3.7,Low
-1.1,144,4.1999,Low
-3.2,219,4.6999,Low
-4.0999,352,3,Low
-4.5999,252,2.4,Low
-4.4,181,0.6,Low
-3.7,96,0.6999,Low
-4.0999,39,0.5,Low
-4.8,6,0.4,Low
-6.4,0,0.2,Low
-8.1,0,0.1,Low
-9.3999,0,0.3,Low
-9.8,0,0.1,Low
-10.8,0,1.1,Low
-11.4,0,1.1,Low
-12.3,0,0.8,Low
-13.2,0,1.4,Low
-14.2,0,1.4,Low
-15,0,0.8,Low
-15.3,0,0.3,Low
-15.2,0,0.3,Low
-14.9,0,0.3,Low
-14.7,0,0.1,Low
-14.5,17,0.6,Low
-14.1,58,1.1,Low
-13.7,90,0.8999,Low
-13.4,104,2.2,Low
-13.2,134,1.7,Low
-13,92,1.9,Low
-12.8,95,1.7,Low
-12.4,104,1.6,Low
-12.3,21,1.1,Low
-12.3,2,1.4,Low
-12.2,0,2.5999,Low
-12.4,0,2.8,Low
-13.1,0,3.2,Low
-13.6,0,2.8,Low
-14,0,2.7,Low
-14.2,0,2,Low
-14.5,0,1.4,Low
-14.9,0,1.7,Low
-15.2,0,1.4,Low
-15.1,0,1.1,Low
-14.6,0,0.8999,Low
-15.1,0,1.4,Low
-15.2,0,1.1,Low
-16.1,0,0.6999,Low
-15.5,53,1.3,Low
-13.5,198,1.8,Low
-11.8,316,1.5,Low
-10.5,403,2.4,Low
-9.6999,447,1.6,Low
-8.8,395,1.2,Low
-8,367,1,Low
-7.1999,229,0.4,Low
-7.1999,93,0.3,Low
-7.6999,7,0.3,Low
-8,0,0.6999,Low
-7.9,0,0.8999,Low
-7.8,0,1.2,Low
-7.4,0,1.5,Low
-7.4,0,1.2,Low
-7.4,0,0.8,Low
-7,0,0.8,Low
-6.1999,0,1,Low
-4.5999,0,2.0999,Medium
-3.4,0,2.4,Medium
-2.5999,0,2.5,Medium
-1.9,0,2.5,Medium
-1.6,0,1.8,Low
-2.3,2,1.4,Low
-2.7,19,0.1,Low
-0.5,77,2.5,Low
0.5,112,3.3,Low
1.3,135,3.5,Low
1.7,180,3.4,Medium
1.7,144,3,Medium
2.2,125,3.2,Medium
2.4,49,3.2,Medium
2.9,26,3.3,Medium
3.5,2,3.4,Medium
3.9,0,4.1999,Medium
4.1999,0,4.3,Medium
4.5,0,4.4,Medium
4.8,0,4.5999,Medium
4.9,0,5,Medium
5.5,0,5.5,Medium
6.0999,0,5.5999,Medium
6.5999,0,6.3,Medium
7.5,0,7,Medium
7.5999,0,7.3,Medium
8,0,7.9,Medium
8.6999,0,7.5999,Medium
8.8999,1,5.6999,Medium
8.3999,7,5.3,Low
8,34,4.6999,Low
7.9,45,4.1999,Low
6.9,96,4.1999,Low
6.5,47,3,Low
6.5,17,1.9,Very-low
6.0999,2,1.3,Very-low
5.3,0,0.4,Very-low
4.8,0,1.1,Very-low
4.9,0,1,Very-low
4.5999,0,1.3,Very-low
4.0999,0,0.6999,Very-low
3.2,0,0.8,Very-low
2.2,0,0.3,Very-low
2.2,0,0.3,Very-low
1.5,0,0.2,Very-low
0.8,0,0.4,Very-low
-0.5,0,0.5,Very-low
-0.8999,64,0.4,Very-low
-0.2,73,1.4,Very-low
0.1,93,1.4,Very-low
0.6999,197,3.2,Low
1.2,233,2,Low
1.7,278,1.7,Low
2.2,254,1.2,Low
1.6,112,1.4,Low
1,138,1.6,Low
-0.2,11,0.6,Low
-1.2,1,0.4,Low
-1.9,0,0.1,Low
-2.5999,0,0.6999,Low
-3.3,0,0.6,Low
-3.5999,0,1,Low
-4,0,1.1,Low
-4.0999,0,1.2,Low
-4,0,1.4,Low
-3.9,0,1.2,Low
-3.9,0,0.8999,Low
-3.7,0,1.7,Low
-3.8,0,1.5,Low
-4.5,0,0.8,Low
-5.0999,0,0.6999,Low
-5.1999,48,1.1,Low
-3.9,188,1,Low
-2.8,317,1.3,Low
-2.2,410,1.2,Low
-1.7,459,1.1,Medium
-0.8,450,1.1,Medium
-0.4,382,1.2,Medium
-1.4,11,0.1,Medium
-1.6,0,0.6,Medium
-1.5,0,1,Medium
-1.6,0,0.8,Medium
-1.9,0,1.1,Medium
-1.9,0,1.4,Medium
-2.0999,0,1.4,Medium
-1.7,0,1.7,Medium
-1.9,0,2.4,Medium
-1.5,0,2.4,Medium
-1.4,0,3.0999,Medium
-2.8,0,3.4,Low
-2.9,0,3.3,Low
-0.8999,0,4.0999,Medium
-0.2,1,4.6999,Medium
-0.3,14,6.0999,Medium
-0.3,22,7.4,Medium
0,30,7.3,Medium
0.6,46,7.4,Medium
1.6,52,7.4,Medium
2.3,73,9.1999,Medium
3.3,42,7.0999,Medium
4.3,26,7,Medium
4.8,10,6.5,Medium
5.4,1,3.7,Medium
7,0,1.6,Medium
7.9,0,2.0999,Medium
8.1,0,3.0999,Low
7.1999,0,4,Low
3.3,0,3.3,Low
0.2,0,1.2,Low
-0.1,0,2.3,Low
-0.3,0,1.8,Low
-0.4,167,1.8,Low
0.1,178,1.9,Low
1,325,1.5,Low
1.4,416,1.7,Low
2,424,1.1,Low
1.9,375,1,Low
1.6,266,0.8999,Low
1,160,1,Low
0.3,17,0.8999,Low
0,0,1,Low
-0.2,0,1.6,Low
0.2,0,1.6,Low
1.1,0,2.5999,Low
2.4,0,3.9,Low
2.7,0,3.7,Low
2.5999,0,4.6999,Low
2.7,0,4.9,Low
2.5999,0,5.0999,Low
2.5999,0,5.3,Low
1.9,0,4.4,Low
0.8999,0,3.5,Low
0.3,0,4.4,Low
0.3,55,5.3,Low
0.8,198,5.9,Medium
1.3,327,5.8,Medium
1.5,423,6.4,Medium
1.9,469,6.0999,Medium
2.2,443,5.8,Medium
2.5,373,4.4,Medium
2.9,329,4.0999,Medium
2.4,156,3.8,Medium
1.1,16,2.4,Medium
0,0,2.5999,Medium
-0.2,0,3,Medium
0.2,0,4,Medium
0.1,0,4.0999,Medium
0.6,0,4.6999,Medium
0.6,0,3.8,Medium
0.6,0,3.8,Medium
0.1,0,3.7,Medium
0,0,3.5,Medium
-0.2,0,3.2,Low
-0.4,0,2.8,Low
-0.3,0,2.8,Low
0.1,0,3.0999,Low
-0.3,1,2.3,Low
-0.5,39,1.1,Low
-0.6999,55,1.1,Low
-2.4,47,1,Low
-2.7,123,0.8,Low
-2,172,1.2,Low
-0.8,382,1.2,Medium
-0.2,384,1.6,Medium
-0.3,273,1.2,Medium
-1,156,0.6999,Medium
-2.4,24,0.8999,Medium
-3.5999,0,0.8,Medium
-4.5,0,0.8,Medium
-5.5,0,0.2,Medium
-6.4,0,0.6,Medium
-7.3,0,0,Medium
-7.6999,0,0.3,Medium
-8.1,0,0.1,Medium
-8.8,0,0,Medium
-9.1,0,0.2,Medium
-9.1999,0,0.3,Medium
-9,0,1.3,Medium
-9.1,0,0.8999,Medium
-8.1999,0,0.5,Medium
-7.9,25,0.2,Low
-7.3,100,0.1,Medium
-6.5,194,0.6,Medium
-5.8,211,0.1,Medium
-5.4,208,1.8,Medium
-5.4,131,2.3,Medium
-5.3,156,2.0999,Medium
-5.4,135,3.5,Medium
-5.5,39,3.8,Medium
-5.6999,3,3.5,Medium
-5.5999,0,3.5,Medium
-5.5,2,3.7,Medium
-5.3,2,3,Low
-5.0999,2,2.5999,Low
-4.6999,3,3.0999,Low
-3.2,3,3.2,Low
0.1,0,3.2,Medium
0.8999,0,3.3,Medium
1.9,0,2.7,Medium
3,0,3.3,Medium
3.5999,0,3.5999,Medium
4,0,3.2,Medium
4.0999,0,1.8,Medium
4.0999,7,1.6,Low
4.0999,18,3.3,Low
4.0999,70,3,Low
3.4,110,3.8,Low
-0.5,46,2.5,Very-low
-0.8,28,2.5,Very-low
-4.3,297,1.1,Medium
-4,329,1.6,Medium
-3.5999,182,0.6999,Medium
-3.9,32,0.1,Medium
-4.5999,1,0.1,Medium
-5,0,0,Medium
-5.3,0,0,Medium
-5.8,0,0,Low
-5.9,0,0,Low
-5.5,0,0,Low
-5.1999,0,0,Low
-5.4,0,0.1,Low
-5.3,0,0.1,Low
-5.3,0,0.1,Low
-5.5999,0,0,Low
-5.5999,0,0,Low
-6.5,0,0.1,Low
-5.6999,2,0,Low
-5.3,69,0.3,Low
-4,222,0.6999,Low
-2.9,368,1.2,Low
-2.8,390,1.1,Low
-2.5,492,1,Low
-3,387,1.9,Low
-2.5,405,1.4,Low
-2.3,289,2,Low
-2.4,188,0.8,Low
-2.8,28,0.4,Low
-3.8,2,0.4,Low
-5.1999,0,0.6999,Low
-6.1999,0,0.4,Low
-7.0999,0,0.5,Low
-7.9,0,0.8999,Low
-8.6999,0,0.6999,Low
-9.3999,0,0.4,Low
-9.8999,0,0.8,Low
-10.5,0,0.4,Low
-10.8,0,0.8,Low
-11.2,0,0.6,Low
-11.6,0,0.4,Low
-12.1,0,0.3,Low
-12.7,2,0.2,Low
-12,76,0.2,Low
-10.6,227,0.6,Low
-8.8,363,0.8,Low
-7.5999,460,0.8,Low
-6.5,510,1.4,Low
-5.6999,507,2.3,Medium
-4.5999,449,2,Medium
-3.8,342,1,Medium
-3.7,199,1,Medium
-4.1999,38,1.1,Medium
-5.6999,1,0.6999,Medium
-6.3,0,0.6999,Low
-5.8,0,1.7,Medium
-5.0999,0,2.5999,Medium
-5.1999,0,1.6,Medium
-5.8,0,0.6,Medium
-6.0999,0,2.2,Medium
-5.1999,0,3.0999,Medium
-4.4,0,3.5999,Medium
-3.8,0,3.5999,Medium
-3,0,5,Medium
-2.3,0,5,Medium
-2.0999,0,4.9,Medium
-2.0999,2,3.9,Medium
-1.7,20,4.0999,Medium
-1.1,123,4.4,Medium
0.1,321,5.0999,Medium
1.4,430,4.9,Medium
2.5,491,4.9,Medium
3.5999,502,4.5,Medium
3.9,442,4.9,Medium
3.8,344,3.9,Medium
3.3,202,3.5,Medium
2.4,36,2.7,Medium
1.7,0,2.5,Medium
1.9,0,2.4,Medium
2.4,0,2.3,Medium
2.5,0,1.8,Medium
0.6999,0,0,Medium
1.3,0,0,Medium
1.1,0,0,Medium
1.3,0,0.1,Medium
1.4,0,0.5,Low
1.6,0,0,Low
1.3,0,0,Low
1.1,0,0,Low
1,1,0,Low
1.5,18,0,Low
1.7,61,0.2,Low
2.2,213,0.4,Low
3.3,497,1.7,Low
3,345,1.2,Low
3.3,453,1.2,Low
3.0999,352,1,Medium
2.2,209,0.6999,Medium
0.6999,31,0.5,Medium
-1.3,0,0.4,Medium
-2.7,0,0.6,Medium
-3.7,0,0.8999,Medium
-5.1999,0,0.8999,Medium
-7,0,1.4,Medium
-7.8,0,1.2,Medium
-8.3999,0,0.4,Medium
-8.8999,0,0.2,Medium
-9.5,0,0,Low
-10.1,0,0,Low
-10.5,0,0.1,Medium
-11,0,0.1,Medium
-10.9,0,0,Medium
-11.4,2,0,Low
-10.3,88,0.3,Low
-8.3,240,0.6999,Low
-6.4,377,2.8,Medium
-4.8,475,2.5999,Medium
-3.5999,526,3,Medium
-3.2,520,4.4,Medium
-2.5,461,4.5,Medium
-1.7,222,4.0999,Medium
-1.1,166,5.1999,Medium
-1.3,45,4.5999,Medium
-1.6,0,4.5,Medium
-1.6,0,4.6999,Medium
-1.5,0,4.5999,Medium
-1.4,0,3.9,Medium
-1.2,0,3.0999,Low
-1,0,2.5999,Low
-0.6999,0,2,Low
-0.5,0,1.8,Low
-0.4,0,1.6,Low
-0.2,0,1.1,Low
0,0,0.6999,Low
0,0,0.1,Low
0,0,0.1,Low
-0.6999,1,0.3,Low
-0.6999,67,0.5,Low
-0.5,234,1,Low
-0.2,367,1.2,Low
1,470,0.6,Low
1.9,518,0.6,Low
2.8,466,0.6999,Medium
3.2,359,1.3,Medium
3,214,0.8999,Medium
2,46,0.2,Medium
1,1,0,Medium
0.3,0,0,Medium
0.5,0,0.2,Medium
0.6999,0,0.4,Medium
0,0,0.1,Medium
-0.4,0,0,Medium
-0.4,0,0,Medium
0,0,0.8999,Medium
-0.1,0,0,Medium
0.1,0,0.2,Medium
0.1,0,0.4,Medium
0,0,0.5,Medium
0.1,0,0.8,Medium
0.5,3,1.1,Medium
1.4,93,0.8999,Medium
3.3,243,2.0999,Medium
4.5999,380,3.5,Medium
5.1999,476,4.3,Medium
5.4,523,5.5,Medium
5.4,462,4.4,Medium
5.1999,347,3.9,Medium
4.1999,194,3.9,Medium
2.8,24,3.8,Medium
2.4,0,4.3,Medium
2.9,0,4.5,Medium
3.3,0,4.4,Low
3.5999,0,4.5999,Medium
3.5999,0,4.5,Medium
3.5999,0,4.4,Low
3.4,0,4.3,Low
3.2,0,4.4,Low
3.2,0,4.4,Low
3.3,0,3.8,Low
3.2,0,2.9,Low
2.4,0,1,Low
1.5,0,0.3,Very-low
0.4,7,1,Very-low
0,22,0.4,Very-low
0,38,0.1,Very-low
-0.2,53,0.6,Very-low
-0.5,89,1.3,Very-low
-0.8,78,1.8,Low
-1,56,1.9,Low
-1.3,46,2.3,Low
-1.6,30,2.8,Low
-1.7,17,2.5,Low
-2.3,7,3.7,Low
-2.9,0,3.2,Low
-3.8,0,3,Low
-5.4,0,3.2,Low
-6.5999,0,2.5,Low
-7.5999,0,3.4,Low
-8.5,0,2,Low
-10,0,1.9,Low
-11.4,0,2.2,Low
-11.6,0,2.3,Medium
-12.1,0,1.7,Medium
-13,0,1.5,Medium
-13.5,0,1.2,Medium
-14.7,1,1.8,Low
-15.3,12,2,Low
-15,131,1.4,Low
-13.8,253,1.5,Low
-12,356,1.3,Low
-10.7,436,1.5,Medium
-9.8999,479,1.2,Medium
-9.1999,485,1.6,Medium
-9.1,443,1.3,Medium
-9.6,361,1,Medium
-10.5,248,1.3,Medium
-11.9,80,1,Medium
-13.6,1,1.6,Medium
-14.8,0,1.2,Medium
-15.8,0,1.4,Low
-16.7,0,0.8,Low
-17,0,1.4,Medium
-17.1,0,1.4,Medium
-17,0,1.3,Medium
-16.6,0,1.1,Low
-16,0,3.2,Low
-15.4,0,3.5,Medium
-14.4,0,3.5,Medium
-13.2,0,4.6999,Medium
-11.9,0,5.1999,Medium
-11,2,5.1999,Medium
-9.8999,33,5,Medium
-8.3999,88,6.5,Medium
-7.5999,193,6.4,Medium
-6.8,348,5.9,Medium
-6.1999,325,5,Medium
-5.6999,383,4.3,Medium
-5.3,328,3.8,Medium
-4.9,269,3.7,Medium
-4.4,142,3.0999,Medium
-4.5999,60,2.2,Medium
-5.5,1,0.8,Medium
-5.8,0,0.4,Medium
-6.3,0,0.4,Medium
-7,0,1.1,Medium
-7.1999,0,0.6999,Medium
-6.6999,0,0.2,Medium
-6.1999,0,0.2,Medium
-6.5999,0,0.5,Medium
-5.8,0,0.6999,Medium
-5.1999,0,0.3,Medium
-5,0,1.1,Medium
-5.3,0,0.8,Medium
-6.5,7,3.3,Medium
-5.5,110,3.3,Medium
-2.9,260,2.4,Medium
-0.4,407,2,Medium
1.2,477,1.4,Medium
3,516,2.8,Medium
3,448,3.5999,Medium
2.5,339,3.9,Medium
2.3,310,4.0999,Medium
1.9,186,3.8,Medium
0.8999,35,3,Medium
0.2,0,3,Medium
0.4,0,3,Medium
0.4,0,3.5,Medium
0.8,0,3,Medium
1.2,0,2.0999,Medium
