State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
4,13,7021,44201,1,33.507992,-111.755334,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042917,0.071,10,101,, - ,Red Mountain Air Monitoring Station,"15115 BEELINE HIGHWAY, SCOTTSDALE, AZ 86256",Arizona,Maricopa,Scottsdale,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,21,7001,44201,1,33.080087,-111.739999,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.036833,0.058,10,61,, - ,Sacaton Air Monitoring Site,"35 PIMA STREET, SACATON",Arizona,Pinal,Sacaton,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,13,1010,44201,1,33.45223,-111.73331,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.045417,0.069,11,97,, - ,FALCON FIELD,4530 E MCKELLIPS RD-FALCON FIELD STATION,Arizona,Maricopa,Mesa,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,13,9704,44201,1,33.61103,-111.72529,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.047833,0.066,11,87,, - ,FOUNTAIN HILLS,"16426 E PALISADES BLVD,FOUNTAIN HILLS,AZ",Arizona,Maricopa,Fountain Hills,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,13,5100,44201,1,33.629246,-111.676928,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.041292,0.066,11,87,, - ,Fort McDowell/Yuma Frank,"18791 Yuma Frank Road, Ft. McDowell, AZ",Arizona,Maricopa,Fort McDowell,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,13,9706,44201,1,33.71881,-111.67183,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.046917,0.071,11,101,, - ,RIO VERDE,"25608 N FOREST RD.,RIO VERDE,AZ",Arizona,Maricopa,Rio Verde,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
49,49,2,44201,2,40.253611,-111.663056,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.0475,0.067,10,90,, - ,North Provo,1355 NORTH 200 WEST PROVO UT,Utah,Utah,Provo,"Provo-Orem, UT",8/4/16
49,49,5010,44201,1,40.136336,-111.660502,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.061417,0.074,10,112,, - ,Spanish Fork,"312 W. 2050 NORTH, SPANISH FORK, UTAH",Utah,Utah,Spanish Fork,"Provo-Orem, UT",8/4/16
4,5,1008,44201,1,35.206111,-111.652777,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.049667,0.056,10,54,, - ,FLAGSTAFF MIDDLE SCHOOL,755 W BONITO,Arizona,Coconino,Flagstaff,"Flagstaff, AZ",8/1/16
49,17,4,44201,1,37.775556,-111.614722,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.050625,0.055,10,51,, - ,,Escalante National Monument - Visitor Center,Utah,Garfield,Escalante,,8/4/16
4,13,9702,44201,1,33.54549,-111.60925,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044458,0.071,11,101,, - ,BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA,USERY PASS RD/BUSH HWY,Arizona,Maricopa,Blue Point (District),"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,21,3001,44201,1,33.4214,-111.5436,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.048333,0.072,11,105,, - ,A J MAINTENANCE YARD,"305 E. SUPERSTITION BLVD, APACHE JUNCTION",Arizona,Pinal,Apache Junction,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,21,3007,44201,1,32.508306,-111.308056,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.032292,0.055,12,51,, - ,PINAL AIR PARK,WATER WELL #2 PINAL AIR PARK RD MARANA,Arizona,Pinal,Red Rock,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,21,8001,44201,1,33.293465,-111.285594,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.053958,0.069,13,97,, - ,QUEEN VALLEY,10 S QUEEN ANN  QUEEN VALLEY,Arizona,Pinal,Queen Valley,"Phoenix-Mesa-Scottsdale, AZ",8/1/16
4,19,1034,44201,1,32.38082,-111.12716,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.030833,0.046,11,43,, - ,COACHLINE,9597 N. COACHLINE BLVD,Arizona,Pima,Marana,"Tucson, AZ",8/1/16
4,7,10,44201,1,33.6547,-111.1074,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.055542,0.07,13,100,, - ,TONTO NM,SOUTH OF SR88,Arizona,Gila,Tonto National Monument,"Payson, AZ",8/1/16
4,19,1018,44201,1,32.425261,-111.06352,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.03675,0.049,12,45,, - ,TANGERINE,"12101 N CAMINO DE OESTE, TUCSON",Arizona,Pima,Marana,"Tucson, AZ",8/1/16
56,41,101,44201,1,41.373097,-111.042376,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.054542,0.062,12,74,, - ,Murphy Ridge,Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,Wyoming,Uinta,Not in a city,"Evanston, WY",8/5/16
4,19,1030,44201,1,31.87952,-110.99644,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.039833,0.047,10,44,, - ,GREEN VALLEY  -REPLACES SITE 0007 245 W ESPERANZA,601 NORTH LA CANADA DRIVE,Arizona,Pima,Green Valley,"Tucson, AZ",8/1/16
4,19,1028,44201,1,32.29515,-110.9823,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.036167,0.047,10,44,, - ,CHILDREN'S PARK NCore,400 W RIVER ROAD,Arizona,Pima,Tucson,"Tucson, AZ",8/1/16
4,19,1032,44201,1,32.172995,-110.980134,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.033792,0.043,9,40,, - ,ROSE ELEMENTARY,710 W. MICHIGAN ST.,Arizona,Pima,Tucson,"Tucson, AZ",8/1/16
4,19,1011,44201,1,32.204411,-110.878067,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.036833,0.049,9,45,, - ,22ND & CRAYCROFT,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,"Tucson, AZ",8/1/16
49,13,1001,44201,1,40.208652,-110.841056,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.041917,0.056,9,54,, - ,," 1/4 mile South of US 40 off 4500 Wesst Fruitland, Utah",Utah,Duchesne,Not in a city,,8/5/16
49,7,1003,44201,1,39.60996,-110.800749,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044042,0.06,10,67,, - ,,"On Prperty of Resident at 351 W 2500 E.  Price, Utah",Utah,Carbon,Price,"Price, UT",8/5/16
4,19,1020,44201,1,32.04767,-110.774357,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.03725,0.045,10,42,, - ,FAIRGROUNDS,"11330 S HOUGHTON, TUCSON",Arizona,Pima,Tucson,"Tucson, AZ",8/1/16
4,19,21,44201,1,32.174538,-110.737116,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.045417,0.053,10,49,, - ,SAGUARO PARK,"3905 S. OLD SPANISH TRAIL, SAGUARO PARK EAST",Arizona,Pima,Not in a city,"Tucson, AZ",8/1/16
56,39,8,44201,1,43.670833,-110.599472,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.04375,0.057,10,58,, - ,Grand Teton NP - Science School,Grand Teton NP - Science School,Wyoming,Teton,Not in a city,"Jackson, WY-ID",8/5/16
56,39,1011,44201,1,44.56536,-110.40034,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.049,0.057,11,58,, - ,"Yellowstone National Park, Water Tank",YELLOWSTONE NATIONAL PARK,Wyoming,Teton,Not in a city,"Jackson, WY-ID",8/5/16
56,35,97,44201,1,42.98,-110.353,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.047542,0.051,11,47,, - ,Wyoming Range,Wyoming Range/West Fontenelle Dr.,Wyoming,Sublette,Not in a city,,8/5/16
56,35,100,44201,1,42.7907,-110.0551,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.039958,0.053,9,49,, - ,Daniel South,DANIEL SOUTH ~ 4 MILES SO OF DANIEL WYO OFF OF HWY 189,Wyoming,Sublette,Not in a city,,8/5/16
49,13,2,44201,1,40.294178,-110.009732,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.045042,0.06,9,67,, - ,,290 S. 1000 W.,Utah,Duchesne,Roosevelt,,8/5/16
4,17,119,44201,1,34.82251,-109.89249,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.045583,0.053,9,49,, - ,"Petrified Forest National Park, South Entrance","PET FOR NAT PARK, NEAR OLD SW ENTERANCE ON OLD ROUTE 180",Arizona,Navajo,Not in a city,"Show Low, AZ",8/1/16
56,35,101,44201,1,42.869824,-109.87076,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.034875,0.05,9,46,, - ,Pinedale Gaseous,Pinedale Gaseous Monitor on west side of City Park and Pine Creek,Wyoming,Sublette,Not in a city,,8/5/16
49,37,101,44201,1,38.45832,-109.82126,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.048125,0.055,13,51,, - ,"Canyonlands National Park, Island in the Sky","CANYONLANDS NATIONAL PARK, UTAH",Utah,San Juan,Not in a city,,8/5/16
56,37,300,44201,1,41.750556,-109.788333,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042875,0.057,10,58,, - ,Moxa,Moxa,Wyoming,Sweetwater,Not in a city,"Rock Springs, WY",8/5/16
56,37,870,44201,1,41.588717,-109.760975,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043583,0.057,10,58,, - ,Tata Gaseous,Tata Gaseous,Wyoming,Sweetwater,Not in a city,"Rock Springs, WY",8/5/16
56,35,99,44201,1,42.719,-109.753,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043958,0.055,11,51,, - ,Boulder,Boulder APPROX 3 MILES WEST OF BOULDER,Wyoming,Sublette,Not in a city,,8/5/16
49,47,14,44201,1,40.538,-109.7,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.056,0.058,4,61,, - ,Little Mountain,Little Mountain,Utah,Uintah,Not in a city,"Vernal, UT",8/5/16
49,47,2003,44201,1,40.05671,-109.688108,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,22,92,0.045727,0.06,10,67,, - ,,2 miles south of Ouray and south of the White and Green River confluence,Utah,Uintah,Not in a city,"Vernal, UT",8/4/16
56,35,1002,44201,1,42.373499,-109.560498,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.050958,0.057,8,58,, - ,Juel Spring,Juel Spring - 20 miles NW of Farson on the west side of US Highway 191,Wyoming,Sublette,Not in a city,,8/4/16
49,47,1003,44201,1,40.452267,-109.510393,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.04375,0.063,9,77,, - ,Vernal,220 South 1000 East,Utah,Uintah,Vernal,"Vernal, UT",8/4/16
49,9,1,44201,1,40.922,-109.392,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.050833,0.057,9,58,, - ,Dutch John Airport,Dutch John Airport,Utah,Daggett,Not in a city,,8/5/16
4,3,8001,44201,1,32.00941,-109.38906,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.047375,0.058,11,61,, - ,Chiricahua National Monument,CHIRICAHUA NATIONAL MOUMENT,Arizona,Cochise,Not in a city,"Sierra Vista-Douglas, AZ",8/1/16
49,47,2002,44201,1,40.206291,-109.353932,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,22,92,0.046818,0.058,11,61,, - ,,2 Miles west of Redwash atop Deadman's Bench,Utah,Uintah,Not in a city,"Vernal, UT",8/4/16
49,47,1002,44201,1,40.4372,-109.3047,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.056375,0.072,14,105,, - ,,Dinosaur National Monument,Utah,Uintah,Not in a city,"Vernal, UT",8/5/16
49,47,5632,44201,1,39.868622,-109.097302,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.047833,0.056,9,54,, - ,,"Accessed from Dragon Road/145-S, Uintah Co, UT",Utah,Uintah,Not in a city,"Vernal, UT",8/5/16
8,103,6,44201,1,40.086944,-108.761389,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044333,0.054,10,50,, - ,"Rangely, Golf Course","Rangely Colorado, Golf Course",Colorado,Rio Blanco,Rangely,,8/4/16
8,77,1001,44201,1,39.1067,-108.7411,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.044375,0.054,16,50,, - ,,Colorado National Monument,Colorado,Mesa,Not in a city,"Grand Junction, CO",8/5/16
56,13,99,44201,1,42.529999,-108.720003,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.055042,0.06,8,67,, - ,South Pass,South Pass WyDot,Wyoming,Fremont,Not in a city,"Riverton, WY",8/5/16
56,37,77,44201,1,41.158,-108.619,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042208,0.053,8,49,, - ,Hiawatha,Hiawatha Green Site,Wyoming,Sweetwater,Not in a city,"Rock Springs, WY",8/5/16
8,83,6,44201,1,37.350054,-108.592334,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.039625,0.054,10,50,, - ,Cortez - Health Dept,106 W. North Street,Colorado,Montezuma,Cortez,,8/5/16
8,83,101,44201,1,37.1984,-108.49046,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.050208,0.058,9,61,, - ,"Mesa Verde National Park, Resource Management Area","MESA VERDE NATIONAL PARK, COLORADO",Colorado,Montezuma,Not in a city,,8/5/16
35,45,1005,44201,1,36.796667,-108.473138,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042667,0.056,10,54,, - ,,USBR SHIPROCK SUBSTATION (FARMINGTON),New Mexico,San Juan,Not in a city,"Farmington, NM",8/4/16
8,77,20,44201,1,39.130575,-108.313835,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044542,0.052,9,48,, - ,Palisade-Water Treatment,865 Rapid Creek Rd.,Colorado,Mesa,Palisade,"Grand Junction, CO",8/4/16
8,113,8,44201,1,38.132,-108.285,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.043958,0.055,11,51,, - ,Norwood,Norwood,Colorado,San Miguel,Norwood,,8/5/16
8,77,21,44201,1,38.93,-108.23,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.049333,0.055,22,51,, - ,Grand Mesa,Grand Mesa,Colorado,Mesa,Not in a city,"Grand Junction, CO",8/5/16
35,17,1003,44201,1,32.692022,-108.125042,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.036917,0.043,10,40,, - ,7T ALONGSIDE SOFTBALL FIELD AND NEAR CHINO COPPER SMELTER,"CHINO BLVD NR HURLEY PARK, HURLEY,NM",New Mexico,Grant,Not in a city,"Silver City, NM",8/5/16
56,3,2,44201,1,44.28,-108.041111,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.035458,0.048,10,44,, - ,Basin,Basin (WARMS station),Wyoming,Big Horn,Not in a city,,8/5/16
56,37,200,44201,1,41.677453,-108.024575,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.039,0.051,8,47,, - ,Wamsutter,WAMSUTTER SOUTHEAST PORTION OF SWEETWATER COUNTY,Wyoming,Sweetwater,Not in a city,"Rock Springs, WY",8/5/16
35,45,9,44201,1,36.742227,-107.977567,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,17,71,0.037059,0.062,10,74,, - ,SE CORNER OF NM HIGHWAY DEPT YARD,"162 HWAY 544, BLOOMFIELD NM 87413",New Mexico,San Juan,Bloomfield,"Farmington, NM",8/4/16
8,81,2,44201,1,40.506946,-107.891109,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043,0.053,13,49,, - ,LAY PEAK,17820 County Road 17,Colorado,Moffat,Not in a city,"Craig, CO",8/5/16
8,67,7003,44201,1,37.10258,-107.870219,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.046625,0.064,10,80,, - ,SITE IS LOCATED ON THE EASTERN RIM OF THE ANIMAS RIVER VALLEY.,7571 HWY. 5505,Colorado,La Plata,Not in a city,"Durango, CO",8/4/16
8,103,5,44201,1,40.038889,-107.8475,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.04,0.048,11,44,, - ,,"Meeker, Colorado Plant Science Building",Colorado,Rio Blanco,Not in a city,,8/5/16
8,45,12,44201,1,39.54182,-107.784125,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.037625,0.051,12,47,, - ,Rifle-Health Dept,195 W. 14th St.,Colorado,Garfield,Rifle,"Glenwood Springs, CO",8/4/16
35,29,3,44201,1,32.2558,-107.7227,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043667,0.052,9,48,, - ,,"310 AIRPORT ROAD, DEMING, NM 88030",New Mexico,Luna,Deming,"Deming, NM",8/4/16
8,77,22,44201,1,39.34,-107.71,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.048417,0.052,14,48,, - ,Silt-Collbran,Silt-Collbran,Colorado,Mesa,Not in a city,"Grand Junction, CO",8/5/16
35,45,18,44201,1,36.809735,-107.652192,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.046083,0.061,9,71,, - ,,"423 HWAY 539, NAVAJO DAM, NM 87419",New Mexico,San Juan,Not in a city,"Farmington, NM",8/5/16
8,67,7001,44201,1,37.13678,-107.62863,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,21,88,0.045333,0.06,9,67,, - ,"LOCATED IN PINE RIVER VALLEY, THE MOST DENSELY POPULATED AREA.",1 MI. NE OF IGNACIO ON COUNTY RD. 517,Colorado,La Plata,Not in a city,"Durango, CO",8/5/16
8,45,14,44201,1,39.799,-107.617,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.051333,0.056,19,54,, - ,Flattops #3,Flattops #3,Colorado,Garfield,Not in a city,"Glenwood Springs, CO",8/4/16
56,7,100,44201,1,41.386944,-107.616667,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,22,92,0.047636,0.051,8,47,, - ,Atlantic Rim Sun Dog,ATLANTIC RIM SUNDOG LOCATION,Wyoming,Carbon,Not in a city,,8/5/16
56,13,232,44201,1,43.081667,-107.549444,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.049792,0.059,10,64,, - ,,Spring Creek Encana,Wyoming,Fremont,Not in a city,"Riverton, WY",8/5/16
8,67,1004,44201,1,37.30389,-107.484167,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.0545,0.065,13,84,, - ,,Weminuche Wilderness Area - Shamrock Station,Colorado,La Plata,Not in a city,"Durango, CO",8/5/16
8,45,16,44201,1,39.426,-107.38,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.054958,0.062,19,74,, - ,Sunlight Mountain,Sunlight Mountain,Colorado,Garfield,Not in a city,"Glenwood Springs, CO",8/4/16
8,45,15,44201,1,40.085,-107.312,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.048958,0.056,21,54,, - ,Ripple Creek Pass,Ripple Creek Pass,Colorado,Garfield,Not in a city,"Glenwood Springs, CO",8/5/16
8,51,8,44201,1,39.09,-107.234,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.049917,0.056,14,54,, - ,McClure Pass,McClure Pass,Colorado,Gunnison,Not in a city,,8/5/16
8,45,21,44201,1,39.4125,-107.23056,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.029625,0.043,11,40,, - ,"Rocky Mountain School, Carbondale","Rocky Mountain School, Carbondale",Colorado,Garfield,Not in a city,"Glenwood Springs, CO",12/5/16
8,45,17,44201,1,39.489,-107.168,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,Included,24,100,0.045958,0.052,16,48,, - ,Wilson,Wilson,Colorado,Garfield,Not in a city,"Glenwood Springs, CO",8/4/16
8,51,9991,44201,1,38.9564,-106.9858,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042875,0.053,11,49,, - ,Gothic,"Gunnison National Forest, Crested Butte, CO 81224",Colorado,Gunnison,Not in a city,,8/4/16
35,13,23,44201,1,32.317593,-106.768337,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043708,0.051,10,47,, - ,6ZQ IN SE CORNER OF NM HIGHWAY DEPT. YARDS IN LAS CRUCES,"750 N.SOLANO DRIVE, LAS CRUCES, NM",New Mexico,Dona Ana,Las Cruces,"Las Cruces, NM",8/4/16
35,1,32,44201,1,35.06407,-106.76151,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.04375,0.054,10,50,, - ,Westside,11850 Sunset Gardens SW,New Mexico,Bernalillo,Not in a city,"Albuquerque, NM",8/5/16
35,61,8,44201,1,34.8147,-106.7396,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044167,0.055,10,51,, - ,,"1000 W. MAIN ST, LOS LUNAS, NM 87031",New Mexico,Valencia,Not in a city,"Albuquerque, NM",8/5/16
35,1,27,44201,1,35.1539,-106.69715,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043292,0.055,12,51,, - ,WESTSIDE TAYLOR RANCH,5100 MONTANO BLVD NW,New Mexico,Bernalillo,Albuquerque,"Albuquerque, NM",8/5/16
35,13,22,44201,1,31.787885,-106.683324,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044125,0.057,10,58,, - ,6ZN US-MEXICO BORDER CROSSING. BOTH SIDES UNINHABITED AS OF 1996.,"104-2 SANTA TERESA INTERNATIONAL BLVD,NM",New Mexico,Dona Ana,Not in a city,"Las Cruces, NM",8/5/16
35,1,29,44201,1,35.01708,-106.65739,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043375,0.054,9,50,, - ,SOUTH VALLEY,201 PROSPERITY SE,New Mexico,Bernalillo,South Valley,"Albuquerque, NM",8/5/16
