State Code,County Code,Site Num,Parameter Code,POC,Latitude,Longitude,Datum,Parameter Name,Sample Duration,Pollutant Standard,Date Local,Units of Measure,Event Type,Observation Count,Observation Percent,Arithmetic Mean,1st Max Value,1st Max Hour,AQI,Method Code,Method Name,Local Site Name,Address,State Name,County Name,City Name,CBSA Name,Date of Last Change
18,163,21,44201,1,38.013248,-87.577856,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042667,0.068,8,93,, - ,Evansville- Buena Vista,Evansville-Buena Vista-1110 W. Buena Vista Rd.,Indiana,Vanderburgh,Evansville,"Evansville, IN-KY",8/5/16
17,31,32,44201,1,41.755832,-87.54535,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.0335,0.054,9,50,, - ,SOUTH WATER FILTRATION PLANT,3300 E. CHELTENHAM PL.,Illinois,Cook,Chicago,"Chicago-Naperville-Elgin, IL-IN-WI",8/4/16
18,163,13,44201,1,38.113947,-87.536957,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.047833,0.069,8,97,, - ,Inglefield/ Scott School,14940 OLD STATE ROAD/ SCOTT ELEMENTARY,Indiana,Vanderburgh,Not in a city,"Evansville, IN-KY",8/5/16
55,61,2,44201,1,44.44312,-87.50524,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.037125,0.05,6,46,, - ,KEWAUNEE,"KEWAUNEE, ROUTE 1, HWY 42",Wisconsin,Kewaunee,Kewaunee,"Green Bay, WI",8/8/16
18,89,30,44201,1,41.6814,-87.494734,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.033167,0.051,9,47,, - ,Whiting- Whiting HS,1751 OLIVER ST/ WHITING HIGH SCHOOL,Indiana,Lake,Whiting,"Chicago-Naperville-Elgin, IL-IN-WI",8/4/16
18,89,2008,44201,1,41.63946,-87.493623,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.029667,0.052,7,48,, - ,HAMMOND CAAP- Hammond- 141st St.,1300 141 ST STREET,Indiana,Lake,Hammond,"Chicago-Naperville-Elgin, IL-IN-WI",8/5/16
18,83,9991,44201,1,38.7408,-87.4853,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,18,75,0.043778,0.076,11,119,, - ,Vincennes,"Southwest Purdue Agricultural Center, Vincennes, IN 47591",Indiana,Knox,Not in a city,"Vincennes, IN",8/4/16
21,101,14,44201,1,37.8712,-87.46375,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.046208,0.063,8,77,, - ,BASKETT,"BASKETT FIRE DEPARTMENT, 7492 DR. HODGE ROAD",Kentucky,Henderson,Not in a city,"Evansville, IN-KY",8/5/16
1,125,10,44201,1,33.089772,-87.459733,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.024583,0.046,9,43,, - ,"DUNCANVILLE, TUSCALOOSA","11690 SOUTHFORK DR. DUNCANVILLE, AL_35456",Alabama,Tuscaloosa,Tuscaloosa,"Tuscaloosa, AL",7/31/16
18,167,18,44201,1,39.48615,-87.401398,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.051458,0.07,11,100,, - ,TERRE HAUTE CAAP/ McLean High School,Terre Haute- Lafayette Ave.   961 N. LAFAYETTE AVE.,Indiana,Vigo,Terre Haute,"Terre Haute, IN",8/4/16
21,47,6,44201,2,36.91171,-87.323337,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.049083,0.06,8,67,, - ,HOPKINSVILLE,"WILLIAMSON RESIDENCE, 10800 PILOT ROCK ROAD",Kentucky,Christian,Not in a city,"Clarksville, TN-KY",8/5/16
18,173,11,44201,1,37.954511,-87.321939,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.04525,0.068,11,93,, - ,Dayville,"DAYVILLE- 3488 EBLE RD, Newburgh",Indiana,Warrick,Not in a city,"Evansville, IN-KY",8/4/16
1,73,1009,44201,1,33.459722,-87.305556,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.043417,0.057,9,58,, - ,,1801 BRUCE SHAW ROAD,Alabama,Jefferson,Not in a city,"Birmingham-Hoover, AL",7/31/16
18,89,22,44201,1,41.60668,-87.304729,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.024875,0.046,9,43,, - ,Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,"201 MISSISSIPPI ST., IITRI BUNKER",Indiana,Lake,Gary,"Chicago-Naperville-Elgin, IL-IN-WI",8/5/16
18,173,8,44201,1,38.052003,-87.278337,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.041,0.063,8,77,, - ,Boonville-  Boonville HS,300 N. 1ST ST./ BOONVILLE HIGH SCHOOL,Indiana,Warrick,Boonville,"Evansville, IN-KY",8/5/16
12,33,18,44201,1,30.36805,-87.270967,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.031875,0.039,9,36,, - ,Pensacola NAS,NAS PENSACOLA,Florida,Escambia,Pensacola,"Pensacola-Ferry Pass-Brent, FL",8/5/16
12,33,4,44201,1,30.525367,-87.20355,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.036875,0.052,9,48,, - ,Ellyson Industrial Park,ELLYSON INDUSTRIAL PARK-COPTER ROAD,Florida,Escambia,Ferry Pass,"Pensacola-Ferry Pass-Brent, FL",8/4/16
18,127,24,44201,1,41.617558,-87.199248,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.02425,0.05,7,46,, - ,Ogden Dunes- Water Treatment Plant,84 DIANA RD/ WATER TREATMENT PLANT,Indiana,Porter,Ogden Dunes (Wickliffe),"Chicago-Naperville-Elgin, IL-IN-WI",8/5/16
47,187,106,44201,1,35.95155,-87.137041,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.052292,0.057,0,58,, - , FAIRVIEW MIDDLE SCHOOL ozone monitor,FAIRVIEW MIDDLE SCHOOL  CROW CUT ROAD  Fairview TN 37062,Tennessee,Williamson,Fairview,"Nashville-Davidson--Murfreesboro--Franklin, TN",8/4/16
21,59,5,44201,1,37.780776,-87.075307,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.052667,0.069,8,97,, - ,OWENSBORO PRIMARY,716 PLEASANT VALLEY ROAD,Kentucky,Daviess,Not in a city,"Owensboro, KY",8/5/16
12,113,15,44201,1,30.394133,-87.008033,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.031958,0.038,0,35,, - ,Woodlawn Beach Middle School,1500 WOODLAWN WAY,Florida,Santa Rosa,Gulf Breeze,"Pensacola-Ferry Pass-Brent, FL",7/31/16
1,73,1005,44201,1,33.331111,-87.003611,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.033042,0.063,9,77,, - ,McAdory, ROUTE 8 MCADORY,Alabama,Jefferson,Not in a city,"Birmingham-Hoover, AL",7/31/16
55,29,4,44201,1,45.2384,-86.994,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.031917,0.038,10,35,, - ,NEWPORT PARK,475 CTH NP,Wisconsin,Door,Not in a city,,8/5/16
18,55,1,44201,1,38.985578,-86.99012,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.051542,0.08,10,133,, - ,"Plummer, 2500 S. W- Citizens gas Plummer maintenance faciliy","2500 S. 275 W, PLUMMER",Indiana,Greene,Not in a city,"Bloomington, IN",8/5/16
1,103,11,44201,1,34.530717,-86.967536,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.046,0.069,8,97,, - ,"DECATUR, Alabama","P.O. BOX 2224 WALLACE DEVELOPMENT CENTER. DECATUR, ALABAMA",Alabama,Morgan,Decatur,"Decatur, AL",7/31/16
1,73,1003,44201,1,33.485556,-86.915,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.037042,0.056,8,54,, - ,Fairfield,"FAIRFIELD, PFD, 5229 COURT B",Alabama,Jefferson,Fairfield,"Birmingham-Hoover, AL",7/31/16
18,91,5,44201,1,41.717762,-86.907786,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.033375,0.056,10,54,, - ,Michigan City- W. Michigan Blvd./  NIPSCO Gas Station,490 W. Michigan Blvd. Michigan City- W. Michigan Blvd.,Indiana,LaPorte,Michigan City,"Michigan City-La Porte, IN",8/5/16
21,91,12,44201,1,37.93829,-86.89719,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.049458,0.07,8,100,, - ,LEWISPORT,2ND STREET & CAROLINE STREET,Kentucky,Hancock,Lewisport,"Owensboro, KY",8/4/16
1,117,4,44201,1,33.3169,-86.825,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.041708,0.067,8,90,, - ,HELENA,"HELENA, BEARDEN FARM",Alabama,Shelby,Helena,"Birmingham-Hoover, AL",7/31/16
1,73,2006,44201,1,33.386389,-86.816667,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042375,0.068,8,93,, - ,Hoover,"3425 TAMASSEE LANE, HOOVER, AL 35226",Alabama,Jefferson,Hoover,"Birmingham-Hoover, AL",7/31/16
1,73,23,44201,1,33.553056,-86.815,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.032208,0.054,9,50,, - ,North Birmingham,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,"Birmingham-Hoover, AL",7/31/16
1,73,6002,44201,1,33.578333,-86.773889,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.03875,0.065,8,84,, - ,Tarrant Elementary School,"TARRANT, ELEM. SCH., 1269 PORTLAND STREE",Alabama,Jefferson,Tarrant (corporate name for Tarrant City),"Birmingham-Hoover, AL",7/31/16
1,89,22,44201,1,34.772727,-86.756174,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.046333,0.066,9,87,, - ,HUNTSVILLE CAPSHAW ROAD,1130 Capshaw Road,Alabama,Madison,Huntsville,"Huntsville, AL",7/31/16
18,91,10,44201,1,41.629098,-86.684615,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.028708,0.052,9,48,, - ,LAPORTE OZONE SITE AT WATER TREATMENT PLANT,2011 E. LINCOLNWAY  LaPorte- E. Lincolnway,Indiana,LaPorte,La Porte,"Michigan City-La Porte, IN",8/4/16
1,73,5002,44201,1,33.704722,-86.669167,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.029208,0.059,9,64,, - ,,"PINSON, HIGH SCH., BOX 360 HWY 75 NORTH",Alabama,Jefferson,Pinson,"Birmingham-Hoover, AL",7/31/16
12,91,2,44201,1,30.426533,-86.666217,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.030625,0.036,0,33,, - ,Ft. Walton Beach,720 Lovejoy Rd,Florida,Okaloosa,Fort Walton Beach,"Crestview-Fort Walton Beach-Destin, FL",7/31/16
47,165,7,44201,1,36.29756,-86.653137,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.05375,0.061,6,71,, - ,Hendersonville Ozone Site at Old Hickory Dam,ROCKLAND RECREATION AREA-OLD HICKORY DAM Army Corp of Engineer Property,Tennessee,Sumner,Hendersonville,"Nashville-Davidson--Murfreesboro--Franklin, TN",8/5/16
47,37,26,44201,1,36.150799,-86.623297,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.049375,0.062,8,74,, - ,Percy Priest Dam,3711 BELL ROAD,Tennessee,Davidson,Nashville,"Nashville-Davidson--Murfreesboro--Franklin, TN",8/4/16
18,123,9,44201,1,38.113159,-86.603594,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.052042,0.075,9,115,, - ,Leopold- Perry Central HS,19856 OLD ST RD 37/PERRY CENTRAL HS/ LEOPOLD,Indiana,Perry,Not in a city,,8/5/16
47,149,101,44201,1,35.732878,-86.598872,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.040792,0.061,7,71,, - ,Eagleville Ozone Monitor,EAGLEVILLE PUCKETT'S FARM,Tennessee,Rutherford,Not in a city,"Nashville-Davidson--Murfreesboro--Franklin, TN",8/5/16
1,89,14,44201,1,34.687761,-86.586362,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.053917,0.075,8,115,, - ,HUNTSVILLE OLD AIRPORT,2201 AIRPORT ROAD,Alabama,Madison,Huntsville,"Huntsville, AL",7/31/16
21,213,4,44201,1,36.708607,-86.566284,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.049792,0.062,9,74,, - ,FRANKLIN,"KYTC MAINTENANCE FACILITY, 573 HARDING ROAD",Kentucky,Simpson,Franklin,,8/5/16
47,165,101,44201,1,36.453975,-86.564149,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.047458,0.057,8,58,, - ,Cottontown Ozone Monitor,COTTONTOWN WRIGHT'S FARM,Tennessee,Sumner,Not in a city,"Nashville-Davidson--Murfreesboro--Franklin, TN",8/5/16
18,15,2,44201,1,40.540455,-86.553035,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.035042,0.061,9,71,, - ,Flora-Flora Airport,481 S. 150 W. / FLORA AIRPORT,Indiana,Carroll,Not in a city,"Lafayette-West Lafayette, IN",8/5/16
1,73,1010,44201,1,33.545278,-86.549167,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.039542,0.063,9,77,, - ,Leeds, 201 ASHVILLE ROAD,Alabama,Jefferson,Leeds,"Birmingham-Hoover, AL",7/31/16
18,109,5,44201,1,39.575634,-86.477893,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044292,0.063,10,77,, - ,Monrovia- Monrovia HS.,"135 S. CHESTNUT, MONROVIA HIGH SCHOOL",Indiana,Morgan,Monrovia,"Indianapolis-Carmel-Anderson, IN",8/5/16
18,63,4,44201,1,39.759003,-86.397124,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.039833,0.062,10,74,, - ,"AVON- 255 S. SR 267 (also 255 S. Avon Ave.) Avon, IN","Avon- 7203 E. US HIGHWAY 36, Avon Transportation Cntr.- 255 S. Avon Ave.(updated 2016)",Indiana,Hendricks,Avon,"Indianapolis-Carmel-Anderson, IN",8/5/16
18,11,1,44201,1,39.997732,-86.395394,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.039167,0.06,10,67,, - ,"Perry Worth ELEMENTRY SCHOOL, WEST OF WHITESTOWN","3900 E. 300 S, WHITESTOWN",Indiana,Boone,Not in a city,"Indianapolis-Carmel-Anderson, IN",8/4/16
18,141,10,44201,1,41.551696,-86.370589,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.031625,0.055,9,51,, - ,Potato Creek State Park,"25601 STATE RD. 4, North Liberty/ POTATO CREEK STATE PARK",Indiana,St. Joseph,Not in a city,"South Bend-Mishawaka, IN-MI",8/4/16
26,121,39,44201,1,43.278061,-86.311083,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.030792,0.052,11,48,, - ,,1340 GREEN CREEK ROAD,Michigan,Muskegon,Muskegon,"Muskegon, MI",8/4/16
26,21,14,44201,1,42.19779,-86.309694,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.045208,0.075,11,115,, - ,Coloma,"PAW PAW WWTP, 4689 DEFIELD RD.",Michigan,Berrien,Coloma,"Niles-Benton Harbor, MI",8/5/16
26,105,7,44201,1,43.953334,-86.294415,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.028417,0.046,8,43,, - ,LOCATED 550 FT NORTH OF US10,525 W US10,Michigan,Mason,Scottville,"Ludington, MI",8/4/16
47,189,103,44201,1,36.060833,-86.286261,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.048625,0.069,7,97,, - ,Cedars of Lebanon Ozone Monitor,CEDARS OF LEBANON STATE PARK,Tennessee,Wilson,Not in a city,"Nashville-Davidson--Murfreesboro--Franklin, TN",8/31/16
1,101,1002,44201,1,32.412811,-86.263394,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.045708,0.059,9,64,, - ,"MOMS, ADEM","1350 COLISEUM BLVD, MONTGOMERY, ALABAMA 36110",Alabama,Montgomery,Montgomery,"Montgomery, AL",7/31/16
26,101,922,44201,1,44.307,-86.242649,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.036042,0.048,11,44,, - ,,3031 DOMRES RD.,Michigan,Manistee,Manistee,,8/5/16
21,227,9,44201,1,37.04926,-86.21487,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.052583,0.074,8,112,, - ,ED SPEAR PARK (SMITHS GROVE),226 SUNSET STREET,Kentucky,Warren,Smiths Grove,"Bowling Green, KY",8/5/16
18,141,15,44201,1,41.696692,-86.214683,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.041625,0.066,9,87,, - ,South Bend-Shields Dr.,2335 SHIELDS DR/ SOUTH BEND CAAP 2,Indiana,St. Joseph,South Bend,"South Bend-Mishawaka, IN-MI",8/5/16
18,97,57,44201,1,39.749019,-86.186314,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.040125,0.063,11,77,, - ,Indpls- Harding St.,1321 SOUTH HARDING,Indiana,Marion,Indianapolis (Remainder),"Indianapolis-Carmel-Anderson, IN",8/5/16
18,81,2,44201,1,39.417243,-86.152363,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.046333,0.064,11,80,, - ,"Indian Creek Elementary School in Trafalgar, DUE SOUTH OF INDIANAPOLIS","200 W. PEARL ST., TRAFALGAR",Indiana,Johnson,Trafalgar,"Indianapolis-Carmel-Anderson, IN",8/5/16
26,5,3,44201,1,42.767786,-86.148577,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.051542,0.077,11,122,, - ,Holland,966 W 32ND,Michigan,Allegan,Holland,"Holland, MI",8/4/16
21,61,501,44201,1,37.13179,-86.142953,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.061125,0.074,9,112,, - ,"Mammoth Cave National Park, Houchin Meadow",MAMMOTH CAVE NP - ALFRED COOK ROAD,Kentucky,Edmonson,Not in a city,"Bowling Green, KY",8/5/16
1,51,1,44201,1,32.498567,-86.136587,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044,0.054,9,50,, - ,"DBT, WETUMPKA","DEWBERRY TRAIL, ELMORE CO., WETUMPKA,  ALABAMA",Alabama,Elmore,Wetumpka,"Montgomery, AL",7/31/16
18,97,78,44201,1,39.811097,-86.114469,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.034583,0.063,10,77,, - ,Indpls- Washington Park/  in parking lot next to police station,"3120 E. 30TH ST., WASHINGTON PARK",Indiana,Marion,Indianapolis (Remainder),"Indianapolis-Carmel-Anderson, IN",8/5/16
18,141,16,44201,1,41.75487,-86.11009,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.034792,0.063,10,77,, - ,Granger-Beckley St.,"Granger- Beckley St.  12441 Beckley. St., Granger",Indiana,St. Joseph,Granger,"South Bend-Mishawaka, IN-MI",8/5/16
26,19,3,44201,1,44.616943,-86.109408,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.026542,0.038,9,35,, - ,,"1060 WEST ST., BENZONIA TWP.",Michigan,Benzie,Benzonia,"Traverse City, MI",8/5/16
18,97,73,44201,1,39.789486,-86.06085,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.041458,0.068,10,93,, - ,Indpls.- E. 16th St.,"NAVAL AVIONICS CENTER, 6125 E. 16TH ST.",Indiana,Marion,Indianapolis (Remainder),"Indianapolis-Carmel-Anderson, IN",8/4/16
18,97,50,44201,1,39.858922,-86.021317,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.036083,0.061,10,71,, - ,Indpls.- Ft. Harrison,5753 Glenn Rd.- FORT HARRISON STATE PARK,Indiana,Marion,Lawrence,"Indianapolis-Carmel-Anderson, IN",8/5/16
26,27,3,44201,2,41.89557,-86.001629,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.040167,0.07,10,100,, - ,Cassopolis,"ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",Michigan,Cass,Cassopolis,"South Bend-Mishawaka, IN-MI",8/5/16
18,57,6,44201,1,40.068297,-85.992451,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.037042,0.064,9,80,, - ,Our Lady of Grace- Noblesville,Noblesville- 9900 E. 191st St.,Indiana,Hamilton,Noblesville,"Indianapolis-Carmel-Anderson, IN",8/5/16
1,49,9991,44201,1,34.289001,-85.970065,NAD83,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,12,50,0.034917,0.05,5,46,, - ,Sand Mountain,"Sand Mountain Alabama Agricultural Experiment Station, Crossville, AL 35962",Alabama,DeKalb,Crossville,"Fort Payne, AL",7/31/16
26,153,1,44201,1,46.288877,-85.950227,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.02275,0.033,11,31,, - ,Seney,"SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",Michigan,Schoolcraft,Not in a city,,8/5/16
21,111,51,44201,1,38.06091,-85.89804,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044875,0.064,10,80,, - ,Watson Lane,"7201 WATSON LN, WATSON LN ELEMENTARY SCH",Kentucky,Jefferson,Louisville,"Louisville/Jefferson County, KY-IN",8/5/16
18,145,1,44201,1,39.613423,-85.870648,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042583,0.064,10,80,, - ,"TRITON Middle SCHOOL, NORTH OF FAIRLAND","4740  W. 600 N, FAIRLAND",Indiana,Shelby,Not in a city,"Indianapolis-Carmel-Anderson, IN",8/5/16
26,139,5,44201,1,42.894451,-85.852734,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.042458,0.067,9,90,, - ,Jenison,6981 28TH AVE. GEORGETOWN TWP.,Michigan,Ottawa,Jenison,"Grand Rapids-Wyoming, MI",8/5/16
21,93,6,44201,1,37.705612,-85.852629,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.054917,0.071,11,101,, - ,ELIZABETHTOWN,"AMERICAN LEGION PARK, 801 NORTH MILES STREET",Kentucky,Hardin,Elizabethtown,"Elizabethtown-Fort Knox, KY",8/4/16
18,59,3,44201,1,39.935041,-85.840471,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.030042,0.051,10,47,, - ,Fortville- Fortville Municipal Building,"714 E. BROADWAY, Fortville MUNICIPAL BDG.",Indiana,Hancock,Fortville,"Indianapolis-Carmel-Anderson, IN",8/4/16
18,43,1004,44201,1,38.308056,-85.834167,WGS84,Ozone,8-HR RUN AVG BEGIN HOUR,Ozone 8-Hour 2008,7/1/12,Parts per million,None,24,100,0.044708,0.074,9,112,, - ,New Albany- Green Valley Elem. Sch.,2230 GREEN VALLEY ROAD/GREEN VALLEY ELEMENTARY SCHOOL,Indiana,Floyd,New Albany,"Louisville/Jefferson County, KY-IN",8/5/16
